user_id,timestamp,activity_type,device_id,location,network_activity_flag,attack_label,session_duration,platform_usage,login_hour,device_change_flag,location_change_flag,midnight_login_flag,high_activity_flag,short_session_flag,network_anomaly_flag,risk_score,is_anomaly,anomaly_type
USR_001,2025-03-15T10:42:00Z,upload,Mobile_Android,Singapore,1,normal,1009,LinkedIn,10,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-20T11:01:00Z,logout,Mobile_Android,Singapore,1,normal,3201,Twitter,11,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-03T03:37:00Z,logout,Mobile_Android,London,1,normal,2716,LinkedIn,3,0,1,1,0,0,0,0.3,1,location
USR_001,2025-03-17T21:12:00Z,file_access,Mobile_Android,Singapore,1,normal,2443,Slack,21,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-10T02:10:00Z,logout,Mobile_Android,Singapore,1,normal,2071,LinkedIn,2,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-03T21:55:00Z,upload,Mobile_Android,Singapore,1,normal,3409,Twitter,21,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-14T20:00:00Z,logout,Mobile_Android,Singapore,1,probe,2144,LinkedIn,20,0,0,0,0,0,1,0.3,1,network
USR_001,2025-03-09T19:40:00Z,upload,Mobile_Android,Singapore,1,normal,2529,LinkedIn,19,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-19T05:43:00Z,login,Mobile_Android,Singapore,1,normal,1493,LinkedIn,5,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-14T03:03:00Z,upload,Mobile_Android,Singapore,1,normal,1852,Slack,3,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-04T15:32:00Z,logout,Mobile_Android,Singapore,1,normal,205,Twitter,15,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-10T05:52:00Z,download,Mobile_Android,Singapore,1,normal,413,Slack,5,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-30T13:42:00Z,download,Mobile_Android,Singapore,1,normal,1032,Twitter,13,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-11T04:36:00Z,upload,Mobile_Android,Singapore,1,normal,1556,Slack,4,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-30T19:00:00Z,upload,Mobile_Android,Singapore,1,normal,321,Twitter,19,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-12T07:14:00Z,upload,Mobile_Android,Singapore,1,normal,533,Teams,7,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-16T02:27:00Z,login,Mobile_Android,Singapore,1,normal,207,Teams,2,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-05T06:38:00Z,file_access,Mobile_Android,Singapore,1,dos,2178,Teams,6,0,0,0,0,0,1,0.3,1,network
USR_001,2025-03-05T18:23:00Z,login,Mobile_Android,Singapore,1,normal,1830,Twitter,18,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-04T12:13:00Z,file_access,Mobile_Android,Singapore,1,normal,514,GitHub,12,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-16T21:25:00Z,login,Mobile_iOS,Singapore,1,normal,376,LinkedIn,21,1,0,0,0,0,0,0.2,0,None
USR_001,2025-03-09T03:55:00Z,download,Mobile_Android,Singapore,1,normal,1526,GitHub,3,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-19T20:47:00Z,upload,Mobile_Android,Singapore,1,normal,3484,Slack,20,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-13T03:51:00Z,upload,Mobile_Android,Singapore,1,bruteforce,897,Twitter,3,0,0,1,0,0,1,0.4,1,network
USR_001,2025-03-02T11:58:00Z,upload,Mobile_Android,Singapore,1,normal,2732,Twitter,11,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-01T04:53:00Z,download,Mobile_Android,Singapore,1,normal,808,LinkedIn,4,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-20T20:30:00Z,file_access,Mobile_Android,Singapore,1,normal,2468,Twitter,20,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-07T17:44:00Z,logout,Mobile_Android,Singapore,1,normal,274,LinkedIn,17,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-20T03:20:00Z,file_access,Mobile_Android,Singapore,1,normal,442,Teams,3,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-12T10:37:00Z,download,Mobile_Android,Singapore,1,normal,2472,Slack,10,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-08T02:15:00Z,download,Mobile_Android,Singapore,1,normal,2568,Twitter,2,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-07T20:18:00Z,logout,Mobile_Android,Singapore,1,normal,1233,Teams,20,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-21T06:25:00Z,login,Mobile_Android,Surabaya,1,normal,1821,Slack,6,0,1,0,0,0,0,0.2,0,None
USR_001,2025-03-01T18:56:00Z,file_access,ThinkPad_X1,Singapore,1,normal,114,Teams,18,1,0,0,0,1,0,0.3,1,location
USR_001,2025-03-21T02:53:00Z,download,Mobile_Android,Singapore,1,normal,1629,GitHub,2,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-17T15:05:00Z,login,Mobile_Android,Singapore,1,normal,692,LinkedIn,15,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-17T14:11:00Z,download,Mobile_Android,Singapore,1,normal,3438,Slack,14,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-24T04:01:00Z,login,Mobile_Android,Singapore,1,normal,1240,Teams,4,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-07T17:22:00Z,file_access,Mobile_Android,Singapore,1,normal,344,Twitter,17,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-05T10:00:00Z,logout,Mobile_Android,Singapore,1,normal,1740,Twitter,10,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-13T21:44:00Z,logout,Workstation_01,Singapore,1,normal,1883,Twitter,21,1,0,0,0,0,0,0.2,0,None
USR_001,2025-03-06T22:07:00Z,download,Mobile_Android,Singapore,1,normal,2017,LinkedIn,22,0,0,0,0,0,0,0.0,0,None
USR_001,2025-03-19T21:06:00Z,logout,ThinkPad_X1,Singapore,1,normal,2001,Twitter,21,1,0,0,0,0,0,0.2,0,None
USR_001,2025-03-23T03:46:00Z,login,Mobile_Android,Singapore,1,normal,386,Slack,3,0,0,1,0,0,0,0.1,0,None
USR_001,2025-03-08T17:12:00Z,file_access,ThinkPad_X1,Singapore,1,normal,3485,Teams,17,1,0,0,0,0,0,0.2,0,None
USR_001,2025-03-19T16:59:00Z,logout,Mobile_Android,Singapore,1,normal,1765,Slack,16,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-08T15:05:00Z,login,ThinkPad_X1,London,1,normal,2167,GitHub,15,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-01T04:08:00Z,logout,ThinkPad_X1,London,1,normal,3580,Twitter,4,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-04T07:20:00Z,logout,ThinkPad_X1,London,1,normal,2101,Teams,7,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-09T04:44:00Z,download,ThinkPad_X1,London,1,normal,450,Twitter,4,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-03T07:01:00Z,logout,ThinkPad_X1,London,1,normal,993,Teams,7,0,0,0,1,0,0,0.1,0,None
USR_002,2025-03-09T06:20:00Z,login,ThinkPad_X1,Jakarta,1,normal,2601,Slack,6,0,1,0,0,0,0,0.2,0,None
USR_002,2025-03-04T21:02:00Z,login,ThinkPad_X1,London,1,normal,137,LinkedIn,21,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-21T00:14:00Z,upload,ThinkPad_X1,London,1,normal,1873,Teams,0,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-13T19:49:00Z,login,ThinkPad_X1,London,1,normal,1075,Slack,19,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-24T10:51:00Z,login,ThinkPad_X1,London,1,normal,3171,LinkedIn,10,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-05T23:51:00Z,login,ThinkPad_X1,London,1,normal,2383,Teams,23,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-08T11:04:00Z,login,ThinkPad_X1,London,1,normal,3547,Slack,11,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-13T18:51:00Z,login,ThinkPad_X1,London,1,dos,1209,LinkedIn,18,0,0,0,0,0,1,0.3,1,network
USR_002,2025-03-25T22:47:00Z,file_access,ThinkPad_X1,Singapore,1,normal,987,Teams,22,0,1,0,0,0,0,0.2,0,None
USR_002,2025-03-12T22:46:00Z,file_access,ThinkPad_X1,Medan,1,normal,285,GitHub,22,0,1,0,0,0,0,0.2,0,None
USR_002,2025-03-15T21:32:00Z,login,ThinkPad_X1,London,1,normal,2713,Twitter,21,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-24T11:17:00Z,download,Mobile_Android,London,1,normal,334,Slack,11,1,0,0,0,0,0,0.2,0,None
USR_002,2025-03-04T03:54:00Z,upload,Mobile_Android,London,1,normal,2278,GitHub,3,1,0,1,0,0,0,0.3,1,location
USR_002,2025-03-24T03:09:00Z,logout,ThinkPad_X1,London,1,normal,2112,Twitter,3,0,0,1,1,0,0,0.2,0,None
USR_002,2025-03-24T13:58:00Z,download,ThinkPad_X1,London,1,normal,1118,Teams,13,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-10T02:04:00Z,upload,ThinkPad_X1,London,1,bruteforce,2914,Teams,2,0,0,1,0,0,1,0.4,1,network
USR_002,2025-03-06T22:54:00Z,file_access,Mobile_iOS,London,1,normal,736,GitHub,22,1,0,0,0,0,0,0.2,0,None
USR_002,2025-03-08T14:52:00Z,upload,ThinkPad_X1,London,1,normal,2144,LinkedIn,14,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-07T02:22:00Z,login,ThinkPad_X1,London,1,normal,1125,GitHub,2,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-25T20:51:00Z,upload,ThinkPad_X1,London,1,normal,3485,Teams,20,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-24T01:33:00Z,login,ThinkPad_X1,London,1,normal,2114,GitHub,1,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-11T03:58:00Z,login,ThinkPad_X1,London,1,normal,1388,Slack,3,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-12T05:41:00Z,download,ThinkPad_X1,London,1,dos,1281,Twitter,5,0,0,1,0,0,1,0.4,1,network
USR_002,2025-03-24T04:35:00Z,login,ThinkPad_X1,London,1,normal,264,GitHub,4,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-15T21:50:00Z,login,ThinkPad_X1,Medan,1,normal,1227,GitHub,21,0,1,0,0,0,0,0.2,0,None
USR_002,2025-03-29T08:06:00Z,download,ThinkPad_X1,London,1,normal,2578,Slack,8,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-12T09:01:00Z,download,ThinkPad_X1,London,1,normal,610,Twitter,9,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-12T14:19:00Z,download,ThinkPad_X1,London,1,normal,3039,GitHub,14,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-22T09:13:00Z,logout,ThinkPad_X1,London,1,normal,1194,LinkedIn,9,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-21T04:23:00Z,upload,ThinkPad_X1,London,1,normal,1963,GitHub,4,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-30T12:41:00Z,file_access,ThinkPad_X1,London,1,normal,3114,Teams,12,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-25T03:44:00Z,download,ThinkPad_X1,London,1,normal,2277,Slack,3,0,0,1,0,0,0,0.1,0,None
USR_002,2025-03-08T15:28:00Z,login,Workstation_01,London,1,normal,3227,Teams,15,1,0,0,0,0,0,0.2,0,None
USR_002,2025-03-07T21:59:00Z,login,ThinkPad_X1,London,1,dos,3072,Twitter,21,0,0,0,1,0,1,0.4,1,network
USR_002,2025-03-08T01:42:00Z,login,ThinkPad_X1,London,1,normal,1430,LinkedIn,1,0,0,1,1,0,0,0.2,0,None
USR_002,2025-03-28T22:57:00Z,download,ThinkPad_X1,London,1,normal,1342,Teams,22,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-20T06:25:00Z,download,ThinkPad_X1,London,1,normal,1224,Twitter,6,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-25T07:53:00Z,upload,ThinkPad_X1,London,1,normal,1052,GitHub,7,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-29T21:52:00Z,download,ThinkPad_X1,London,1,normal,820,GitHub,21,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-23T19:20:00Z,upload,ThinkPad_X1,London,1,normal,152,GitHub,19,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-12T18:55:00Z,file_access,ThinkPad_X1,London,1,normal,1401,Twitter,18,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-20T08:50:00Z,file_access,ThinkPad_X1,London,1,normal,1547,GitHub,8,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-03T13:24:00Z,logout,ThinkPad_X1,London,1,normal,1758,Twitter,13,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-06T18:35:00Z,upload,ThinkPad_X1,London,1,normal,751,Twitter,18,0,0,0,0,0,0,0.0,0,None
USR_002,2025-03-08T21:33:00Z,file_access,ThinkPad_X1,London,1,normal,2862,Twitter,21,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-05T00:36:00Z,file_access,ThinkPad_X1,London,1,normal,182,Slack,0,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-10T14:59:00Z,logout,ThinkPad_X1,London,1,normal,2288,Slack,14,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-26T01:07:00Z,upload,ThinkPad_X1,London,1,normal,1283,Twitter,1,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-21T12:51:00Z,login,ThinkPad_X1,London,1,normal,3283,Twitter,12,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-13T00:35:00Z,download,ThinkPad_X1,London,1,normal,83,Teams,0,0,0,1,0,1,0,0.2,0,None
USR_003,2025-03-19T18:46:00Z,upload,ThinkPad_X1,London,1,normal,1956,Teams,18,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-28T23:32:00Z,download,ThinkPad_X1,London,1,normal,223,Slack,23,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-25T10:42:00Z,login,ThinkPad_X1,Singapore,1,normal,3462,Twitter,10,0,1,0,0,0,0,0.2,0,None
USR_003,2025-03-11T08:13:00Z,upload,ThinkPad_X1,London,1,normal,1038,Slack,8,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-14T02:05:00Z,upload,ThinkPad_X1,London,1,normal,584,GitHub,2,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-29T17:21:00Z,file_access,ThinkPad_X1,London,1,normal,2373,Slack,17,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-20T08:50:00Z,file_access,ThinkPad_X1,London,1,normal,642,GitHub,8,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-08T23:01:00Z,file_access,ThinkPad_X1,London,1,normal,849,GitHub,23,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-29T02:52:00Z,logout,ThinkPad_X1,London,1,normal,3365,Teams,2,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-03T05:17:00Z,logout,ThinkPad_X1,London,1,normal,1078,LinkedIn,5,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-30T03:21:00Z,download,ThinkPad_X1,Surabaya,1,normal,3246,Slack,3,0,1,1,0,0,0,0.3,1,location
USR_003,2025-03-02T19:21:00Z,upload,ThinkPad_X1,London,1,normal,2684,Slack,19,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-04T18:52:00Z,download,ThinkPad_X1,Berlin,1,normal,2183,GitHub,18,0,1,0,0,0,0,0.2,0,None
USR_003,2025-03-23T13:01:00Z,logout,ThinkPad_X1,London,1,normal,1888,GitHub,13,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-22T19:44:00Z,download,ThinkPad_X1,London,1,normal,608,LinkedIn,19,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-23T06:58:00Z,login,ThinkPad_X1,Surabaya,1,normal,2016,Slack,6,0,1,0,0,0,0,0.2,0,None
USR_003,2025-03-17T23:27:00Z,logout,ThinkPad_X1,London,1,probe,2081,LinkedIn,23,0,0,0,0,0,1,0.3,1,network
USR_003,2025-03-24T00:26:00Z,file_access,ThinkPad_X1,London,1,normal,2762,Slack,0,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-24T18:42:00Z,upload,ThinkPad_X1,London,1,normal,3299,GitHub,18,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-12T07:53:00Z,file_access,ThinkPad_X1,Surabaya,1,normal,1972,GitHub,7,0,1,0,0,0,0,0.2,0,None
USR_003,2025-03-27T01:46:00Z,download,ThinkPad_X1,London,1,normal,2121,Twitter,1,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-20T08:55:00Z,file_access,ThinkPad_X1,London,1,normal,1366,GitHub,8,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-03T02:52:00Z,file_access,ThinkPad_X1,London,1,normal,3183,Slack,2,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-20T11:04:00Z,download,ThinkPad_X1,London,1,normal,920,Teams,11,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-13T05:47:00Z,login,ThinkPad_X1,London,1,normal,847,Teams,5,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-02T22:48:00Z,login,ThinkPad_X1,London,1,normal,1760,GitHub,22,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-27T12:47:00Z,upload,ThinkPad_X1,London,1,normal,1345,Teams,12,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-20T14:40:00Z,upload,ThinkPad_X1,London,1,normal,1995,LinkedIn,14,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-17T02:38:00Z,upload,ThinkPad_X1,Singapore,1,normal,3355,Teams,2,0,1,1,0,0,0,0.3,1,location
USR_003,2025-03-10T05:15:00Z,download,ThinkPad_X1,London,1,normal,2122,GitHub,5,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-09T14:57:00Z,login,Mobile_iOS,London,1,normal,2228,Twitter,14,1,0,0,0,0,0,0.2,0,None
USR_003,2025-03-19T20:01:00Z,login,ThinkPad_X1,London,1,normal,3164,Slack,20,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-02T17:55:00Z,file_access,ThinkPad_X1,London,1,normal,1210,Twitter,17,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-30T01:11:00Z,download,ThinkPad_X1,London,1,normal,2019,Twitter,1,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-19T23:18:00Z,logout,ThinkPad_X1,Surabaya,1,normal,3077,Slack,23,0,1,0,0,0,0,0.2,0,None
USR_003,2025-03-24T08:43:00Z,logout,ThinkPad_X1,London,1,normal,3044,LinkedIn,8,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-04T14:43:00Z,logout,ThinkPad_X1,London,1,normal,2341,GitHub,14,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-22T02:38:00Z,file_access,ThinkPad_X1,London,1,normal,139,Slack,2,0,0,1,0,0,0,0.1,0,None
USR_003,2025-03-10T21:42:00Z,upload,ThinkPad_X1,London,1,normal,2110,Twitter,21,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-28T10:53:00Z,download,ThinkPad_X1,London,1,normal,3234,GitHub,10,0,0,0,0,0,0,0.0,0,None
USR_003,2025-03-21T00:47:00Z,logout,Mobile_Android,London,1,normal,853,Twitter,0,1,0,1,1,0,0,0.4,1,location
USR_003,2025-03-06T21:37:00Z,upload,Mobile_iOS,London,1,normal,2556,GitHub,21,1,0,0,0,0,0,0.2,0,None
