user_id,timestamp,device_id,location,user_role,activity_type,resource_accessed,session_duration,is_anomaly,anomaly_type,login_hour,device_change_flag,location_change_flag,midnight_login_flag,short_session_flag,high_activity_flag,risk_score
USR_002,2024-01-01 14:26:07,iPhone-13,Bandung,guest,logout,public_docs,857,0,None,14,0,0,0,0,0,0.0
USR_002,2024-01-01 16:19:04,iPhone-13,Singapore,guest,login,public_docs,1144,1,location,16,0,1,0,0,0,0.2
USR_002,2024-01-02 10:51:06,iPhone-13,Bandung,guest,upload,public_docs,1022,0,None,10,0,0,0,0,0,0.0
USR_002,2024-01-03 11:18:49,iPhone-13,Bandung,guest,upload,public_docs,1240,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-03 13:49:43,iPhone-13,Bandung,guest,logout,public_docs,773,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-03 16:52:56,iPhone-13,Bandung,guest,login,public_docs,51883,0,session,16,0,0,0,0,0,0.0
USR_002,2024-01-04 01:38:22,iPhone-13,Bandung,guest,logout,public_docs,1032,1,temporal,1,0,0,1,0,0,0.2
USR_002,2024-01-04 15:49:41,iPhone-13,Bandung,guest,file_access,public_docs,41962,0,session,15,0,0,0,0,0,0.0
USR_002,2024-01-04 16:23:46,iPhone-13,Bandung,guest,login,public_docs,913,0,None,16,0,0,0,0,0,0.0
USR_002,2024-01-05 10:01:59,iPhone-13,Bandung,guest,download,public_docs,888,0,None,10,0,0,0,0,0,0.0
USR_002,2024-01-05 11:20:39,iPhone-13,Bandung,guest,upload,public_docs,1212,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-05 13:58:09,iPhone-13,Bandung,guest,download,public_docs,854,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-08 02:55:33,iPhone-13,Bandung,guest,download,public_docs,1149,1,temporal,2,0,0,1,0,0,0.2
USR_002,2024-01-08 11:27:42,iPhone-13,Bandung,guest,file_access,public_docs,1285,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-09 16:07:34,iPhone-13,Bandung,guest,upload,public_docs,1315,0,None,16,0,0,0,0,0,0.0
USR_002,2024-01-09 17:51:28,iPhone-13,London,guest,login,public_docs,1249,1,location,17,0,1,0,0,0,0.2
USR_002,2024-01-10 10:46:34,iPhone-13,Bandung,guest,logout,public_docs,1291,0,None,10,0,0,0,0,0,0.0
USR_002,2024-01-10 12:17:49,iPhone-13,Bandung,guest,upload,public_docs,1237,0,None,12,0,0,0,0,0,0.0
USR_002,2024-01-10 16:18:00,iPhone-13,Bandung,guest,logout,public_docs,1040,0,None,16,0,0,0,0,0,0.0
USR_002,2024-01-11 10:05:08,iPhone-13,Bandung,guest,file_access,public_docs,1240,0,None,10,0,0,0,0,0,0.0
USR_002,2024-01-11 14:46:00,iPhone-13,Bandung,guest,upload,public_docs,1290,0,None,14,0,0,0,0,0,0.0
USR_002,2024-01-12 16:54:28,iPhone-13,Bandung,guest,login,public_docs,917,0,None,16,0,0,0,0,0,0.0
USR_002,2024-01-12 17:45:38,iPhone-13,Bandung,guest,logout,public_docs,813,0,None,17,0,0,0,0,0,0.0
USR_002,2024-01-13 11:56:48,iPhone-13,Bandung,guest,download,public_docs,1186,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-13 12:43:43,iPhone-13,Bandung,guest,download,public_docs,1008,0,None,12,0,0,0,0,0,0.0
USR_002,2024-01-13 14:52:31,iPhone-13,Bandung,guest,file_access,public_docs,726,0,None,14,0,0,0,0,0,0.0
USR_002,2024-01-15 12:49:47,iPhone-13,Bandung,guest,file_access,public_docs,826,0,None,12,0,0,0,0,0,0.0
USR_002,2024-01-15 13:02:21,iPhone-13,Bandung,guest,login,public_docs,1249,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-15 15:59:19,iPhone-13,Bandung,guest,upload,public_docs,907,0,None,15,0,0,0,0,0,0.0
USR_002,2024-01-16 12:30:45,iPhone-13,Bandung,guest,login,public_docs,845,0,None,12,0,0,0,0,0,0.0
USR_002,2024-01-16 14:37:34,iPhone-13,Bandung,guest,login,public_docs,53929,0,session,14,0,0,0,0,0,0.0
USR_002,2024-01-16 15:58:16,iPhone-13,Bandung,guest,file_access,public_docs,775,0,None,15,0,0,0,0,0,0.0
USR_002,2024-01-17 11:04:37,iPhone-13,Bandung,guest,upload,public_docs,853,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-18 01:14:00,iPhone-13,Bandung,guest,logout,public_docs,1069,1,temporal,1,0,0,1,0,0,0.2
USR_002,2024-01-18 13:43:26,iPhone-13,Bandung,guest,download,public_docs,798,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-18 17:34:50,iPhone-13,Bandung,guest,upload,public_docs,987,0,None,17,0,0,0,0,0,0.0
USR_002,2024-01-19 11:20:17,iPhone-13,Bandung,guest,file_access,public_docs,1242,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-19 13:39:26,iPhone-13,Bandung,guest,login,public_docs,1296,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-19 14:41:46,iPhone-13,Bandung,guest,login,public_docs,1226,0,None,14,0,0,0,0,0,0.0
USR_002,2024-01-22 02:28:57,iPhone-13,Bandung,guest,file_access,public_docs,1068,1,temporal,2,0,0,1,0,0,0.2
USR_002,2024-01-22 11:36:51,iPhone-13,Bandung,guest,file_access,public_docs,914,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-22 15:42:55,iPhone-13,Bandung,guest,login,public_docs,834,0,None,15,0,0,0,0,0,0.0
USR_002,2024-01-23 12:10:22,iPhone-13,Bandung,guest,download,public_docs,1178,0,None,12,0,0,0,0,0,0.0
USR_002,2024-01-23 13:29:20,iPhone-13,Bandung,guest,download,public_docs,1253,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-24 03:41:18,iPhone-13,Bandung,guest,file_access,public_docs,819,1,temporal,3,0,0,1,0,0,0.2
USR_002,2024-01-24 10:49:54,iPhone-13,Bandung,guest,download,public_docs,789,0,None,10,0,0,0,0,0,0.0
USR_002,2024-01-24 12:41:13,iPhone-13,Bandung,guest,download,public_docs,1133,0,None,12,0,0,0,0,0,0.0
USR_002,2024-01-25 16:57:34,iPhone-13,Bandung,guest,logout,public_docs,745,0,None,16,0,0,0,0,0,0.0
USR_002,2024-01-25 17:14:25,iPhone-13,Bandung,guest,upload,public_docs,1308,0,None,17,0,0,0,0,0,0.0
USR_002,2024-01-26 01:07:14,iPhone-13,Bandung,guest,login,public_docs,1290,1,temporal,1,0,0,1,0,0,0.2
USR_002,2024-01-26 14:20:58,iPhone-13,Bandung,guest,logout,public_docs,791,0,None,14,0,0,0,0,0,0.0
USR_002,2024-01-26 17:07:18,iPhone-13,Bandung,guest,logout,public_docs,1314,0,None,17,0,0,0,0,0,0.0
USR_002,2024-01-28 13:30:12,iPhone-13,London,guest,logout,public_docs,1216,1,location,13,0,1,0,0,0,0.2
USR_002,2024-01-28 16:24:35,iPhone-13,Bandung,guest,upload,public_docs,1249,0,None,16,0,0,0,0,0,0.0
USR_002,2024-01-28 17:26:06,iPhone-13,Bandung,guest,download,public_docs,995,0,None,17,0,0,0,0,0,0.0
USR_002,2024-01-29 11:25:48,iPhone-13,Bandung,guest,upload,public_docs,790,0,None,11,0,0,0,0,0,0.0
USR_002,2024-01-29 13:13:33,iPhone-13,Bandung,guest,logout,public_docs,869,0,None,13,0,0,0,0,0,0.0
USR_002,2024-01-30 12:25:28,iPhone-13,Bandung,guest,download,public_docs,1063,0,None,12,0,0,0,0,0,0.0
USR_003,2024-01-01 08:31:33,Galaxy-S22,Bandung,guest,download,public_docs,3226,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-01 13:26:50,Galaxy-S22,Bandung,guest,file_access,admin_panel,3217,1,privilege,13,0,0,0,0,0,0.4
USR_003,2024-01-01 14:08:26,Galaxy-S22,Bandung,guest,download,public_docs,29,1,session,14,0,0,0,1,0,0.2
USR_003,2024-01-02 09:17:15,Galaxy-S22,Bandung,guest,file_access,public_docs,3330,0,None,9,0,0,0,0,0,0.0
USR_003,2024-01-02 14:57:35,Galaxy-S22,Bandung,guest,upload,public_docs,3055,0,None,14,0,0,0,0,0,0.0
USR_003,2024-01-02 15:24:37,Galaxy-S22,Bandung,guest,upload,public_docs,3161,0,None,15,0,0,0,0,0,0.0
USR_003,2024-01-03 13:48:39,Galaxy-S22,Bandung,guest,login,public_docs,3339,0,None,13,0,0,0,0,0,0.0
USR_003,2024-01-03 14:21:12,Galaxy-S22,Bandung,guest,download,public_docs,2973,0,None,14,0,0,0,0,0,0.0
USR_003,2024-01-04 11:37:47,Galaxy-S22,Bandung,guest,download,public_docs,3198,0,None,11,0,0,0,0,0,0.0
USR_003,2024-01-04 11:59:12,Galaxy-S22,Bandung,guest,upload,public_docs,3217,0,None,11,0,0,0,0,0,0.0
USR_003,2024-01-05 12:47:01,Galaxy-S22,Bandung,guest,upload,public_docs,3216,0,None,12,0,0,0,0,0,0.0
USR_003,2024-01-07 09:48:31,Galaxy-S22,Bandung,guest,upload,public_docs,3102,0,None,9,0,0,0,0,0,0.0
USR_003,2024-01-07 13:20:27,Galaxy-S22,Bandung,guest,file_access,public_docs,3211,0,None,13,0,0,0,0,0,0.0
USR_003,2024-01-08 10:29:49,Galaxy-S22,Bandung,guest,logout,public_docs,2973,0,None,10,0,0,0,0,0,0.0
USR_003,2024-01-08 11:52:56,Galaxy-S22,Bandung,guest,download,public_docs,3108,0,None,11,0,0,0,0,0,0.0
USR_003,2024-01-09 10:32:57,Galaxy-S22,Bandung,guest,file_access,public_docs,3195,0,None,10,0,0,0,0,0,0.0
USR_003,2024-01-09 10:56:46,Galaxy-S22,Bandung,guest,file_access,admin_panel,3144,1,privilege,10,0,0,0,0,0,0.4
USR_003,2024-01-09 14:34:22,Galaxy-S22,Bandung,guest,download,public_docs,2991,0,None,14,0,0,0,0,0,0.0
USR_003,2024-01-10 14:09:52,Galaxy-S22,Bandung,guest,logout,admin_panel,3243,1,privilege,14,0,0,0,0,0,0.4
USR_003,2024-01-11 10:38:05,Galaxy-S22,Bandung,guest,download,public_docs,2884,0,None,10,0,0,0,0,0,0.0
USR_003,2024-01-11 14:26:03,MacBook-Pro,Bandung,guest,login,public_docs,3377,1,behavioral,14,1,0,0,0,0,0.2
USR_003,2024-01-12 11:24:03,Galaxy-S22,Bandung,guest,file_access,public_docs,3263,0,None,11,0,0,0,0,0,0.0
USR_003,2024-01-15 08:53:30,Galaxy-S22,Bandung,guest,file_access,public_docs,3004,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-15 14:45:48,Galaxy-S22,Bandung,guest,file_access,public_docs,3423,0,None,14,0,0,0,0,0,0.0
USR_003,2024-01-16 01:16:03,Galaxy-S22,Bandung,guest,download,public_docs,3198,1,temporal,1,0,0,1,0,0,0.2
USR_003,2024-01-16 12:15:58,Galaxy-S22,Bandung,guest,login,admin_panel,3374,1,privilege,12,0,0,0,0,0,0.4
USR_003,2024-01-17 09:02:20,Galaxy-S22,Bandung,guest,upload,public_docs,2916,0,None,9,0,0,0,0,0,0.0
USR_003,2024-01-17 13:00:04,Galaxy-S22,Bandung,guest,login,public_docs,3065,0,None,13,0,0,0,0,0,0.0
USR_003,2024-01-17 13:05:01,Galaxy-S22,Bandung,guest,upload,admin_panel,3362,1,privilege,13,0,0,0,0,0,0.4
USR_003,2024-01-18 08:47:30,Galaxy-S22,Bandung,guest,file_access,public_docs,3046,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-19 08:00:02,Galaxy-S22,Bandung,guest,logout,public_docs,3179,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-21 08:13:20,Galaxy-S22,Bandung,guest,file_access,public_docs,3136,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-21 12:08:18,Galaxy-S22,Bandung,guest,upload,public_docs,3172,0,None,12,0,0,0,0,0,0.0
USR_003,2024-01-22 15:14:16,Galaxy-S22,Bandung,guest,login,public_docs,3115,0,None,15,0,0,0,0,0,0.0
USR_003,2024-01-23 11:24:54,Galaxy-S22,Bandung,guest,download,public_docs,3329,0,None,11,0,0,0,0,0,0.0
USR_003,2024-01-23 13:57:37,Galaxy-S22,Bandung,guest,login,public_docs,3251,0,None,13,0,0,0,0,0,0.0
USR_003,2024-01-24 09:52:21,Galaxy-S22,Bandung,guest,upload,public_docs,2906,0,None,9,0,0,0,0,0,0.0
USR_003,2024-01-25 08:17:39,Galaxy-S22,Bandung,guest,logout,public_docs,3013,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-25 15:40:11,Galaxy-S22,Bandung,guest,logout,public_docs,3373,0,None,15,0,0,0,0,0,0.0
USR_003,2024-01-26 08:13:57,Galaxy-S22,Bandung,guest,file_access,public_docs,3355,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-26 09:53:05,iPhone-13,Bandung,guest,download,public_docs,2912,1,behavioral,9,1,0,0,0,0,0.2
USR_003,2024-01-28 08:57:27,Galaxy-S22,Bandung,guest,upload,public_docs,3452,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-29 08:43:41,Galaxy-S22,Bandung,guest,file_access,public_docs,3084,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-29 08:50:43,Galaxy-S22,Bandung,guest,download,public_docs,2995,0,None,8,0,0,0,0,0,0.0
USR_003,2024-01-29 12:20:16,Galaxy-S22,Bandung,guest,file_access,public_docs,3215,0,None,12,0,0,0,0,0,0.0
USR_003,2024-01-30 09:27:52,Galaxy-S22,Bandung,guest,login,public_docs,2958,0,None,9,0,0,0,0,0,0.0
USR_003,2024-01-30 13:14:16,Galaxy-S22,Bandung,guest,download,public_docs,3382,0,None,13,0,0,0,0,0,0.0
USR_003,2024-01-30 14:31:13,Galaxy-S22,Bandung,guest,logout,public_docs,2941,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-01 01:30:57,ThinkPad-T14,Jakarta,admin,download,database,1638,1,temporal,1,0,0,1,0,0,0.2
USR_004,2024-01-01 08:29:50,MacBook-Pro,Jakarta,admin,upload,server,1270,1,behavioral,8,1,0,0,0,1,0.4
USR_004,2024-01-02 03:36:21,ThinkPad-T14,Jakarta,admin,upload,server,1252,1,temporal,3,0,0,1,0,0,0.2
USR_004,2024-01-03 01:58:20,ThinkPad-T14,Jakarta,admin,download,public_docs,1681,1,temporal,1,0,0,1,0,0,0.2
USR_004,2024-01-04 02:47:05,ThinkPad-T14,Jakarta,admin,logout,public_docs,1507,1,temporal,2,0,0,1,0,0,0.2
USR_004,2024-01-05 09:01:17,ThinkPad-T14,Jakarta,admin,upload,internal_tool,1340,0,None,9,0,0,0,0,0,0.0
USR_004,2024-01-08 13:26:22,ThinkPad-T14,Jakarta,admin,logout,server,1451,0,None,13,0,0,0,0,0,0.0
USR_004,2024-01-08 14:44:40,ThinkPad-T14,Jakarta,admin,file_access,admin_panel,1267,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-09 11:21:20,ThinkPad-T14,Jakarta,admin,login,internal_tool,1378,0,None,11,0,0,0,0,0,0.0
USR_004,2024-01-09 11:23:24,ThinkPad-T14,Jakarta,admin,upload,admin_panel,1492,0,None,11,0,0,0,0,0,0.0
USR_004,2024-01-09 15:34:42,ThinkPad-T14,Jakarta,admin,logout,internal_tool,1679,0,None,15,0,0,0,0,0,0.0
USR_004,2024-01-10 08:25:59,ThinkPad-T14,Jakarta,admin,logout,database,1539,0,None,8,0,0,0,0,0,0.0
USR_004,2024-01-10 11:49:45,ThinkPad-T14,Jakarta,admin,login,admin_panel,1759,0,None,11,0,0,0,0,0,0.0
USR_004,2024-01-10 14:49:19,ThinkPad-T14,Jakarta,admin,logout,public_docs,2,1,session,14,0,0,0,1,0,0.2
USR_004,2024-01-11 08:06:40,ThinkPad-T14,Jakarta,admin,upload,internal_tool,1690,0,None,8,0,0,0,0,0,0.0
USR_004,2024-01-11 12:53:44,ThinkPad-T14,Jakarta,admin,login,server,1311,0,None,12,0,0,0,0,0,0.0
USR_004,2024-01-12 09:10:32,ThinkPad-T14,Jakarta,admin,download,public_docs,1429,0,privilege,9,0,0,0,0,0,0.0
USR_004,2024-01-15 09:52:02,ThinkPad-T14,Jakarta,admin,file_access,admin_panel,1378,0,privilege,9,0,0,0,0,0,0.0
USR_004,2024-01-15 10:31:57,ThinkPad-T14,Jakarta,admin,login,admin_panel,1531,0,None,10,0,0,0,0,0,0.0
USR_004,2024-01-15 14:00:42,ThinkPad-T14,Jakarta,admin,login,server,1253,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-16 11:16:11,ThinkPad-T14,Jakarta,admin,upload,server,1258,0,None,11,0,0,0,0,0,0.0
USR_004,2024-01-16 14:00:04,ThinkPad-T14,Jakarta,admin,download,public_docs,1751,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-17 11:41:36,ThinkPad-T14,Jakarta,admin,logout,public_docs,1275,0,None,11,0,0,0,0,0,0.0
USR_004,2024-01-17 12:01:06,ThinkPad-T14,Jakarta,admin,file_access,admin_panel,1487,0,None,12,0,0,0,0,0,0.0
USR_004,2024-01-18 15:03:12,ThinkPad-T14,Jakarta,admin,download,public_docs,1765,0,None,15,0,0,0,0,0,0.0
USR_004,2024-01-19 10:19:14,ThinkPad-T14,Jakarta,admin,logout,admin_panel,1755,0,None,10,0,0,0,0,0,0.0
USR_004,2024-01-19 14:11:17,ThinkPad-T14,Jakarta,admin,upload,database,1226,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-20 12:28:23,ThinkPad-T14,Jakarta,admin,download,admin_panel,1495,0,None,12,0,0,0,0,0,0.0
USR_004,2024-01-20 12:40:22,ThinkPad-T14,Jakarta,admin,download,public_docs,1504,0,None,12,0,0,0,0,0,0.0
USR_004,2024-01-20 13:31:28,ThinkPad-T14,Jakarta,admin,login,public_docs,1462,0,None,13,0,0,0,0,0,0.0
USR_004,2024-01-22 08:41:24,ThinkPad-T14,Jakarta,admin,logout,public_docs,1769,0,None,8,0,0,0,0,0,0.0
USR_004,2024-01-22 10:07:59,ThinkPad-T14,Singapore,admin,logout,public_docs,1231,1,location,10,0,1,0,0,0,0.2
USR_004,2024-01-22 15:14:24,ThinkPad-T14,Jakarta,admin,download,admin_panel,1355,0,None,15,0,0,0,0,0,0.0
USR_004,2024-01-23 12:48:56,ThinkPad-T14,Jakarta,admin,logout,server,1702,0,privilege,12,0,0,0,0,0,0.0
USR_004,2024-01-23 13:38:55,ThinkPad-T14,Jakarta,admin,upload,database,5,1,session,13,0,0,0,1,0,0.2
USR_004,2024-01-23 14:52:33,ThinkPad-T14,Jakarta,admin,upload,internal_tool,1754,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-24 08:55:32,ThinkPad-T14,Jakarta,admin,logout,admin_panel,1616,0,None,8,0,0,0,0,0,0.0
USR_004,2024-01-24 11:14:55,ThinkPad-T14,Jakarta,admin,login,server,1653,0,None,11,0,0,0,0,0,0.0
USR_004,2024-01-24 12:57:47,ThinkPad-T14,Jakarta,admin,download,internal_tool,1378,0,None,12,0,0,0,0,0,0.0
USR_004,2024-01-25 14:23:05,ThinkPad-T14,Jakarta,admin,login,database,1621,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-25 15:26:30,ThinkPad-T14,Jakarta,admin,file_access,server,1707,0,None,15,0,0,0,0,0,0.0
USR_004,2024-01-26 14:51:53,ThinkPad-T14,Jakarta,admin,logout,server,1668,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-27 02:02:15,ThinkPad-T14,Jakarta,admin,download,public_docs,1295,1,temporal,2,0,0,1,0,0,0.2
USR_004,2024-01-27 03:15:56,ThinkPad-T14,Jakarta,admin,login,admin_panel,1524,1,temporal,3,0,0,1,0,0,0.2
USR_004,2024-01-27 03:20:47,ThinkPad-T14,Jakarta,admin,download,database,1605,1,temporal,3,0,0,1,0,0,0.2
USR_004,2024-01-29 08:18:26,ThinkPad-T14,Jakarta,admin,file_access,internal_tool,1481,0,None,8,0,0,0,0,0,0.0
USR_004,2024-01-29 10:18:13,ThinkPad-T14,Jakarta,admin,login,database,1390,0,None,10,0,0,0,0,0,0.0
USR_004,2024-01-29 14:48:30,ThinkPad-T14,Jakarta,admin,logout,internal_tool,1214,0,None,14,0,0,0,0,0,0.0
USR_004,2024-01-30 08:40:54,ThinkPad-T14,Jakarta,admin,login,database,1435,0,None,8,0,0,0,0,0,0.0
USR_005,2024-01-01 13:27:13,iPhone-13,Surabaya,staff,file_access,internal_tool,7360,0,None,13,0,0,0,0,0,0.0
USR_005,2024-01-01 15:20:48,iPhone-13,Surabaya,staff,logout,database,7272,0,None,15,0,0,0,0,0,0.0
